root@localhost:~# docker system df -v
Images space usage:

REPOSITORY                                          TAG       IMAGE ID       CREATED         SIZE      SHARED SIZE   UNIQUE SIZE   CONTAINERS
sweb.eval.x86_64.astropy__astropy-7606              latest    9a4c5ad5b876   9 days ago      2.71GB    2.706GB       0B            0
sweb.eval.x86_64.astropy__astropy-7166              latest    def851809f02   9 days ago      2.7GB     2.703GB       0B            0
sweb.eval.x86_64.astropy__astropy-7336              latest    5ff57970e02b   9 days ago      2.7GB     2.704GB       0B            0
sweb.eval.x86_64.astropy__astropy-14995             latest    1531e16036de   9 days ago      2.7GB     2.705GB       0B            0
sweb.eval.x86_64.astropy__astropy-14598             latest    9220e24c1b89   9 days ago      2.7GB     2.705GB       0B            0
sweb.eval.x86_64.astropy__astropy-14508             latest    0c1a65a7c75a   9 days ago      2.7GB     2.705GB       0B            0
sweb.eval.x86_64.astropy__astropy-14539             latest    80a21e8972b5   9 days ago      2.7GB     2.705GB       0B            0
sweb.eval.x86_64.astropy__astropy-14182             latest    3d1351210a27   9 days ago      2.71GB    2.71GB        0B            0
sweb.eval.x86_64.astropy__astropy-14369             latest    3d5d738e337f   9 days ago      2.7GB     2.703GB       0B            0
sweb.eval.x86_64.astropy__astropy-14309             latest    7f2a65b15fbc   9 days ago      2.7GB     2.703GB       0B            0
sweb.eval.x86_64.astropy__astropy-14365             latest    28eb390f7f61   9 days ago      2.7GB     2.705GB       0B            0
sweb.eval.x86_64.astropy__astropy-13453             latest    da7075be7ffe   9 days ago      2.71GB    2.711GB       0B            0
sweb.eval.x86_64.astropy__astropy-13579             latest    b42bf962440e   9 days ago      2.71GB    2.708GB       0B            0
sweb.eval.x86_64.astropy__astropy-13977             latest    214538ae559d   9 days ago      2.71GB    2.71GB        0B            0
sweb.eval.x86_64.astropy__astropy-14096             latest    683e353e7bf7   9 days ago      2.71GB    2.71GB        0B            0
sweb.eval.x86_64.astropy__astropy-13033             latest    5f012b32e0f0   9 days ago      2.71GB    2.708GB       0B            0
sweb.eval.x86_64.astropy__astropy-13398             latest    d154926c6d61   9 days ago      2.71GB    2.711GB       0B            0
sweb.eval.x86_64.astropy__astropy-12907             latest    29cf3995545c   9 days ago      2.71GB    2.708GB       0B            0
sweb.eval.x86_64.astropy__astropy-13236             latest    853b474d037f   9 days ago      2.71GB    2.708GB       0B            0
sweb.env.x86_64.aa92880033da20ca313928              latest    b1121846a4de   9 days ago      3.18GB    3.18GB        0B            0
sweb.env.x86_64.3a59860bcd0dab8bbfb2ff              latest    dedcc1b080f1   9 days ago      4.07GB    4.065GB       0B            0
sweb.env.x86_64.c795f4b88616b8462021ed              latest    6fa9af3a2501   9 days ago      2.35GB    2.351GB       0B            0
sweb.env.x86_64.764c21123474adcba1e003              latest    0a6c46cab0d1   9 days ago      2.36GB    2.361GB       0B            0
sweb.env.x86_64.8f1f7b974f0c57c7aeba39              latest    ed1c50c26929   9 days ago      2.35GB    2.346GB       0B            0
sweb.env.x86_64.cc47cc71483942d0c3a15e              latest    e1b59aa0859e   9 days ago      2.35GB    2.347GB       0B            0
sweb.env.x86_64.5d1fda9d55d65d8a4e5bdb              latest    9a22c6543268   9 days ago      2.35GB    2.347GB       0B            0
sweb.env.x86_64.088a7e628bda9770f9757b              latest    06adecb193d6   9 days ago      2.35GB    2.347GB       0B            0
sweb.env.x86_64.1c1a6945f732f9391228c5              latest    a0d4a103e8ce   9 days ago      2.35GB    2.347GB       0B            0
sweb.env.x86_64.756beac07713d7e8dc1129              latest    db1812fe4330   9 days ago      2.35GB    2.353GB       0B            0
sweb.env.x86_64.7f83a0ba1392a745c061ce              latest    5fa4576df22b   9 days ago      2.35GB    2.346GB       0B            0
sweb.env.x86_64.0c609b65ef40b42410cb20              latest    f3dd984088ca   9 days ago      2.47GB    2.472GB       0B            0
sweb.env.x86_64.dea66e249f1a0162fc8af7              latest    c7e0134a4f44   9 days ago      2.38GB    2.383GB       0B            0
sweb.env.x86_64.62bfc5a3a7fdf6d9876424              latest    aed325eb35a5   9 days ago      4.58GB    4.578GB       0B            0
sweb.env.x86_64.15539247fbef7d28c70168              latest    ea99ac3d6a07   9 days ago      2.47GB    2.472GB       0B            0
sweb.env.x86_64.7037e8c448a4b8ebfe9b13              latest    c0bcf02d69bc   9 days ago      5.32GB    5.316GB       0B            0
sweb.env.x86_64.6b6c43248aa28ed62e8334              latest    a4821fa64ab2   9 days ago      4.48GB    4.482GB       0B            0
sweb.env.x86_64.e2b489bd66c1f2830ed0c5              latest    285bbbef1e03   9 days ago      2.5GB     2.5GB         0B            0
sweb.env.x86_64.76dba6316c7a61a263917f              latest    1dd5e061a9c7   9 days ago      2.5GB     2.5GB         0B            0
sweb.env.x86_64.502d8fc6ebccd881244091              latest    d2d67bf7b74a   9 days ago      4.93GB    4.93GB        0B            0
sweb.env.x86_64.31244378a92e3bcce809ac              latest    d7a593a0acc3   9 days ago      5.39GB    5.389GB       0B            0
sweb.env.x86_64.f45b85486922bdccb83010              latest    e4cfcdced4b9   9 days ago      4.57GB    4.569GB       0B            0
sweb.env.x86_64.efa6065ed5bf204410fd53              latest    6b9804c9bbc5   9 days ago      5.52GB    5.519GB       0B            0
sweb.env.x86_64.1f92e6d7cef88badc4f744              latest    e81a97708445   9 days ago      2.35GB    2.354GB       0B            0
sweb.env.x86_64.5eaaa847da10fec7ef6772              latest    526e97c43767   9 days ago      2.62GB    2.618GB       0B            0
sweb.env.x86_64.a0efca7a0fe6719dbf65c2              latest    bec505178823   9 days ago      2.78GB    2.777GB       0B            0
sweb.env.x86_64.e958786629b532c32249d9              latest    0999b0b3c42e   9 days ago      2.95GB    2.947GB       0B            0
sweb.env.x86_64.ee3c29cc7c0614f5b6584c              latest    c304c19e4890   9 days ago      2.38GB    2.375GB       0B            0
sweb.env.x86_64.c70909fdac4897d1c685df              latest    282159da436c   9 days ago      2.62GB    2.617GB       0B            0
sweb.env.x86_64.b66c16ee295a97f7d4910c              latest    8a3ac64c9fac   9 days ago      2.48GB    2.482GB       0B            0
sweb.env.x86_64.bb4dd302d828f85b7d4ca9              latest    4f192a708736   9 days ago      2.44GB    2.438GB       0B            0
sweb.env.x86_64.a33dddf55cdff5d8e23374              latest    38e473906157   9 days ago      2.56GB    2.557GB       0B            0
sweb.env.x86_64.934a137824256b612e9dc5              latest    7566a8810488   9 days ago      2.56GB    2.557GB       0B            0
sweb.env.x86_64.e83e37f52c09532c62acfb              latest    a40ef191d980   9 days ago      2.44GB    2.438GB       0B            0
sweb.env.x86_64.297af196949a2a635bce66              latest    d6877fc0e88b   9 days ago      2.53GB    2.529GB       0B            0
sweb.env.x86_64.a18371b03f944585b4f08c              latest    e509992cee64   9 days ago      2.44GB    2.436GB       0B            0
sweb.env.x86_64.c70974ae7654c7a2c98577              latest    454f94c845c7   9 days ago      2.44GB    2.438GB       0B            0
sweb.env.x86_64.2baaea72acc974f6c02079              latest    438aedbcdee5   9 days ago      2.44GB    2.436GB       0B            0
sweb.env.x86_64.56a3bf2c8561bd901139b0              latest    70654fb96bb7   9 days ago      2.44GB    2.438GB       0B            0
sweb.env.x86_64.428468730904ff6b4232aa              latest    b6d83e7aad2f   9 days ago      2.46GB    2.462GB       0B            0
sweb.base.x86_64                                    latest    7c45456a6a31   9 days ago      1.42GB    1.418GB       0B            0
ubuntu                                              22.04     97271d29cb79   3 months ago    77.9MB    77.86MB       0B            0
hello-world                                         latest    d2c94e258dcb   20 months ago   13.3kB    0B            13.26kB       1
