id,together/Qwen/Qwen2.5-Coder-32B-Instruct_score,together/Qwen/Qwen2.5-Coder-32B-Instruct_pass_to_pass_pass_rate,together/Qwen/Qwen2.5-Coder-32B-Instruct_fail_to_pass_pass_rate,together/Qwen/Qwen2.5-7B-Instruct-Turbo_score,together/Qwen/Qwen2.5-7B-Instruct-Turbo_pass_to_pass_pass_rate,together/Qwen/Qwen2.5-7B-Instruct-Turbo_fail_to_pass_pass_rate,anthropic/claude-3-opus-20240229_score,anthropic/claude-3-opus-20240229_pass_to_pass_pass_rate,anthropic/claude-3-opus-20240229_fail_to_pass_pass_rate,anthropic/claude-3-5-sonnet-20240620_score,anthropic/claude-3-5-sonnet-20240620_pass_to_pass_pass_rate,anthropic/claude-3-5-sonnet-20240620_fail_to_pass_pass_rate,openai/gpt-3.5-turbo-0125_score,openai/gpt-3.5-turbo-0125_pass_to_pass_pass_rate,openai/gpt-3.5-turbo-0125_fail_to_pass_pass_rate,openai/gpt4o-2024-08-06_score,openai/gpt4o-2024-08-06_pass_to_pass_pass_rate,openai/gpt4o-2024-08-06_fail_to_pass_pass_rate,together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo_score,together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo_pass_to_pass_pass_rate,together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo_fail_to_pass_pass_rate,together/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo_score,together/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo_pass_to_pass_pass_rate,together/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo_fail_to_pass_pass_rate,together/Qwen/Qwen2.5-72B-Instruct-Turbo_score,together/Qwen/Qwen2.5-72B-Instruct-Turbo_pass_to_pass_pass_rate,together/Qwen/Qwen2.5-72B-Instruct-Turbo_fail_to_pass_pass_rate,anthropic/claude-2.1_score,anthropic/claude-2.1_pass_to_pass_pass_rate,anthropic/claude-2.1_fail_to_pass_pass_rate,anthropic/claude-3-sonnet-20240229_score,anthropic/claude-3-sonnet-20240229_pass_to_pass_pass_rate,anthropic/claude-3-sonnet-20240229_fail_to_pass_pass_rate,anthropic/claude-3-5-sonnet-20241022_score,anthropic/claude-3-5-sonnet-20241022_pass_to_pass_pass_rate,anthropic/claude-3-5-sonnet-20241022_fail_to_pass_pass_rate,openai/gpt-4o-mini-2024-07-18_score,openai/gpt-4o-mini-2024-07-18_pass_to_pass_pass_rate,openai/gpt-4o-mini-2024-07-18_fail_to_pass_pass_rate,openai/gpt-4-turbo-2024-04-09_score,openai/gpt-4-turbo-2024-04-09_pass_to_pass_pass_rate,openai/gpt-4-turbo-2024-04-09_fail_to_pass_pass_rate,together/meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo_score,together/meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo_pass_to_pass_pass_rate,together/meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo_fail_to_pass_pass_rate,openai/o1-2024-12-17_score,openai/o1-2024-12-17_pass_to_pass_pass_rate,openai/o1-2024-12-17_fail_to_pass_pass_rate
django__django-13568,0.0,1.0,0.0,,,,0.0,1.0,,0.0,0.9230769230769231,0.0,0.0,1.0,0.0,0.0,0.9230769230769231,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9230769230769231,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8461538461538461,1.0
django__django-13569,0.0,1.0,0.0,,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9803921568627451,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
django__django-13590,0.0,1.0,,,,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0
django__django-13658,0.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
django__django-13670,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
django__django-13741,0.0,0.0,0.0,,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
django__django-13786,1.0,1.0,1.0,,,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9696969696969697,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
django__django-13794,0.0,0.7916666666666666,0.0,,,,0.0,1.0,0.0,0.0,0.9583333333333334,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7916666666666666,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.875,0.0,0.0,1.0,0.0,0.0,0.7916666666666666,1.0
django__django-13807,0.0,1.0,,,,,0.0,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,
django__django-13809,0.0,0.0,0.0,,,,1.0,1.0,1.0,0.0,0.9918367346938776,0.0,0.0,1.0,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
django__django-13810,0.0,1.0,,,,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,0.7931034482758621,1.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,
django__django-13820,1.0,1.0,1.0,,,,0.0,0.9166666666666666,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
django__django-13821,0.0,1.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
django__django-13837,0.0,0.0,0.0,,,,0.0,1.0,,0.0,1.0,0.0,0.0,0.9649122807017544,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,0.0,0.9649122807017544,0.0,0.0,1.0,,0.0,1.0,0.0
django__django-13925,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
django__django-13933,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
django__django-13964,0.0,1.0,,,,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,0.9375,
django__django-14007,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,
django__django-14011,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
django__django-14017,0.0,1.0,,,,,0.0,1.0,,0.0,0.9863945578231292,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,
django__django-14034,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
django__django-14053,0.0,1.0,0.0,,,,0.0,0.9032258064516129,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
django__django-14089,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0
django__django-14122,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
django__django-14140,0.0,1.0,0.5,,,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,0.9849246231155779,0.75,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5
django__django-14155,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9887640449438202,0.0,0.0,1.0,0.0
django__django-14170,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.881578947368421,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.881578947368421,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
django__django-14238,0.0,0.9743589743589743,0.0,,,,0.0,0.9743589743589743,0.0,1.0,1.0,1.0,0.0,0.9743589743589743,0.0,0.0,0.9743589743589743,0.0,0.0,0.9743589743589743,0.0,0.0,0.0,0.0,0.0,0.9743589743589743,0.0,0.0,0.9743589743589743,0.0,0.0,0.9743589743589743,0.0,0.0,0.9743589743589743,0.0,0.0,0.0,0.0,0.0,0.972972972972973,0.0,0.0,0.9743589743589743,0.0,0.0,0.9743589743589743,0.0
django__django-14311,0.0,0.9491525423728814,1.0,,,,0.0,0.9491525423728814,1.0,0.0,0.9491525423728814,0.0,0.0,1.0,0.0,0.0,0.9491525423728814,1.0,0.0,0.9491525423728814,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9491525423728814,1.0,0.0,1.0,0.0,0.0,0.9491525423728814,1.0,0.0,0.0,0.0,0.0,0.9491525423728814,1.0
django__django-14315,0.0,,0.6363636363636364,,,,0.0,,0.0,0.0,,0.8181818181818182,0.0,,0.6,0.0,,0.5,0.0,,0.0,0.0,,0.6363636363636364,0.0,,0.09090909090909091,0.0,,0.6363636363636364,0.0,,0.0,0.0,,0.6363636363636364,0.0,,0.6363636363636364,0.0,,0.5,0.0,,0.6363636363636364,0.0,,0.8181818181818182
django__django-14349,1.0,1.0,1.0,,,,0.0,0.9444444444444444,0.0,0.0,0.9444444444444444,0.0,0.0,0.9444444444444444,0.0,1.0,1.0,1.0,0.0,0.9444444444444444,0.0,0.0,0.9444444444444444,0.0,0.0,0.9444444444444444,0.0,0.0,0.9444444444444444,0.0,0.0,0.9444444444444444,0.0,1.0,1.0,1.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
django__django-14351,0.0,1.0,,,,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,
django__django-14373,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
django__django-14376,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
django__django-14404,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
django__django-14434,0.0,1.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
django__django-14493,0.0,1.0,,,,,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,0.0,0.7857142857142857,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.9722222222222222,1.0,1.0,1.0,1.0
django__django-14500,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9473684210526315,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
django__django-14534,0.0,1.0,1.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
django__django-14539,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
django__django-14559,0.0,1.0,0.0,,,,0.0,0.9565217391304348,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.8695652173913043,1.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.6666666666666666
django__django-14580,0.0,1.0,0.0,,,,0.0,0.9591836734693877,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9591836734693877,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9795918367346939,0.0,0.0,0.9795918367346939,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9795918367346939,0.0
django__django-14608,0.0,1.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9923857868020305,0.75,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9898477157360406,0.0,0.0,1.0,0.0,0.0,0.9973333333333333,,0.0,0.8762886597938144,0.0,0.0,1.0,0.0,0.0,1.0,0.0
django__django-14631,0.0,1.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9911504424778761,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
django__django-14672,1.0,,1.0,,,,1.0,,1.0,1.0,,1.0,0.0,,0.0,0.0,,0.9940476190476191,1.0,,1.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,,1.0,1.0,,1.0,0.0,,0.0,1.0,,1.0,0.0,,0.9940476190476191,1.0,,1.0
django__django-14725,0.0,1.0,,,,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,
django__django-14752,0.0,0.625,,,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
django__django-14765,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
django__django-14771,0.0,1.0,0.0,,,,0.0,0.9666666666666667,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9666666666666667,0.0,0.0,1.0,0.0
django__django-14787,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8947368421052632,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
django__django-14792,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8695652173913043,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.8695652173913043,0.0,0.0,1.0,0.0
django__django-14855,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
django__django-14915,0.0,1.0,,,,,0.0,1.0,,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,
django__django-14999,0.0,0.9722222222222222,1.0,,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9722222222222222,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9722222222222222,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
django__django-15022,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.9821428571428571,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
django__django-15037,0.0,1.0,0.0,,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,
django__django-15098,0.0,0.9886363636363636,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
django__django-15103,0.0,1.0,1.0,,,,0.0,1.0,1.0,0.0,1.0,,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,0.0,1.0,1.0,1.0
django__django-15104,0.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
django__django-15127,0.0,1.0,0.0,,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
django__django-15128,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
django__django-15161,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
django__django-15252,0.0,1.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
django__django-15268,0.0,0.0,0.0,,,,0.0,0.9923076923076923,1.0,0.0,0.9692307692307692,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.84,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
django__django-15277,1.0,1.0,1.0,,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
django__django-15278,0.0,1.0,,,,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,1.0,1.0,1.0
